Field of View,Cell ID,X,Y,Region,louvain,celltype,cellname,grid,spot
6,74,1444.5,1185.8,Choroid Plexus,1,Endothelial,6_74,8_6,76
5,228,1424.4,1111.4,SVZ,14,Astrocytes,5_228,8_6,76
4,33,1511.0,1013.1,Cortex,11,Excitatory neuron,4_33,8_6,76
5,217,1527.9,1075.7,SVZ,21,Excitatory neuron,5_217,8_6,76
1,58,1410.2,1077.8,Cortex,6,Excitatory neuron,1_58,8_6,76
1,52,1555.4,1015.5,Cortex,6,Excitatory neuron,1_52,8_6,76
5,16,1532.6,1019.5,SVZ,8,Astrocytes,5_16,8_6,76
1,69,1443.6,1172.4,Cortex,6,Excitatory neuron,1_69,8_6,76
2,23,1437.8,1046.3,Cortex,4,Excitatory neuron,2_23,8_6,76
5,212,1451.9,1048.5,SVZ,21,Excitatory neuron,5_212,8_6,76
4,38,1457.5,1133.4,Cortex,10,Astrocytes,4_38,8_6,76
4,74,1562.7,1098.3,Cortex,7,Interneuron,4_74,8_6,76
3,57,1487.5,1109.4,Cortex,7,Interneuron,3_57,8_6,76
5,223,1482.1,1092.6,SVZ,8,Astrocytes,5_223,8_6,76
5,215,1406.4,1054.8,SVZ,17,Excitatory neuron,5_215,8_6,76
0,110,1444.0,1139.5,Cortex,7,Interneuron,0_110,8_6,76
6,73,1551.3,1166.4,Choroid Plexus,1,Endothelial,6_73,8_6,76
5,218,1567.9,1075.7,SVZ,21,Excitatory neuron,5_218,8_6,76
6,63,1588.4,1061.8,Choroid Plexus,1,Endothelial,6_63,8_6,76
5,208,1497.0,1036.7,SVZ,8,Astrocytes,5_208,8_6,76
1,63,1534.7,1118.8,Cortex,9,Excitatory neuron,1_63,8_6,76
4,77,1544.0,1241.6,Cortex,4,Excitatory neuron,4_77,8_7,77
5,43,1535.6,1336.0,SVZ,16,Oligodendrocytes,5_43,8_7,77
1,71,1535.1,1200.2,Cortex,6,Excitatory neuron,1_71,8_7,77
5,40,1427.6,1256.0,SVZ,8,Astrocytes,5_40,8_7,77
4,50,1526.8,1335.1,Cortex,5,Excitatory neuron,4_50,8_7,77
5,41,1454.8,1283.7,SVZ,24,Interneuron,5_41,8_7,77
2,90,1411.1,1282.3,Cortex,25,Oligodendrocytes,2_90,8_7,77
5,106,1433.2,1337.3,SVZ,8,Astrocytes,5_106,8_7,77
5,33,1492.0,1194.4,SVZ,17,Excitatory neuron,5_33,8_7,77
5,44,1480.8,1356.5,SVZ,10,Astrocytes,5_44,8_7,77
1,74,1461.1,1280.3,Cortex,3,Excitatory neuron,1_74,8_7,77
2,27,1585.5,1208.9,Cortex,2,Endothelial,2_27,8_7,77
5,45,1565.8,1362.5,SVZ,16,Oligodendrocytes,5_45,8_7,77
3,71,1534.4,1322.1,Cortex,11,Excitatory neuron,3_71,8_7,77
5,35,1576.2,1207.5,SVZ,21,Excitatory neuron,5_35,8_7,77
1,90,1463.2,1454.4,Cortex,13,Excitatory neuron,1_90,8_8,78
6,107,1409.3,1454.2,Choroid Plexus,2,Endothelial,6_107,8_8,78
6,105,1505.3,1409.3,Choroid Plexus,1,Endothelial,6_105,8_8,78
5,274,1414.2,1420.6,SVZ,15,Interneuron,5_274,8_8,78
4,55,1473.4,1441.7,Cortex,4,Excitatory neuron,4_55,8_8,78
3,81,1413.4,1511.1,Cortex,5,Excitatory neuron,3_81,8_8,78
6,79,1425.5,1398.2,Choroid Plexus,1,Endothelial,6_79,8_8,78
2,34,1487.7,1419.8,Cortex,18,Excitatory neuron,2_34,8_8,78
1,105,1536.8,1667.0,Cortex,6,Excitatory neuron,1_105,8_9,79
5,278,1517.5,1548.2,SVZ,14,Astrocytes,5_278,8_9,79
2,42,1473.7,1712.1,Cortex,23,Interneuron,2_42,8_9,79
4,62,1467.0,1663.0,Cortex,2,Endothelial,4_62,8_9,79
4,60,1568.4,1597.5,Cortex,2,Endothelial,4_60,8_9,79
3,88,1413.6,1582.4,Cortex,2,Endothelial,3_88,8_9,79
1,2,1547.5,1805.0,Cortex,18,Excitatory neuron,1_2,8_10,80
3,101,1581.5,1739.0,Cortex,11,Excitatory neuron,3_101,8_10,80
5,55,1640.8,252.21,SVZ,22,Endothelial,5_55,9_1,81
0,65,1738.7,244.68,Cortex,13,Excitatory neuron,0_65,9_1,81
5,56,1609.4,280.49,SVZ,14,Astrocytes,5_56,9_1,81
1,16,1601.6,140.15,Cortex,9,Excitatory neuron,1_16,9_1,81
3,2,1601.5,187.76,Cortex,5,Excitatory neuron,3_2,9_1,81
1,20,1597.6,278.13,Cortex,9,Excitatory neuron,1_20,9_1,81
1,19,1675.2,209.95,Cortex,10,Astrocytes,1_19,9_1,81
5,63,1625.7,369.31,SVZ,22,Endothelial,5_63,9_2,82
2,47,1655.5,403.55,Cortex,11,Excitatory neuron,2_47,9_2,82
6,31,1616.2,395.68,Choroid Plexus,1,Endothelial,6_31,9_2,82
0,72,1623.4,414.97,Cortex,13,Excitatory neuron,0_72,9_2,82
1,24,1606.3,415.85,Cortex,13,Excitatory neuron,1_24,9_2,82
4,13,1669.5,541.34,Cortex,5,Excitatory neuron,4_13,9_3,83
6,35,1643.3,482.6,Choroid Plexus,1,Endothelial,6_35,9_3,83
0,75,1741.8,490.58,Cortex,6,Excitatory neuron,0_75,9_3,83
3,24,1715.2,652.71,Cortex,10,Astrocytes,3_24,9_3,83
0,79,1745.0,572.24,Cortex,3,Excitatory neuron,0_79,9_3,83
2,51,1668.2,564.18,Cortex,18,Excitatory neuron,2_51,9_3,83
3,16,1700.8,538.11,Cortex,16,Oligodendrocytes,3_16,9_3,83
4,16,1748.3,593.4,Cortex,2,Endothelial,4_16,9_3,83
0,80,1617.6,580.99,Cortex,3,Excitatory neuron,0_80,9_3,83
3,104,1596.6,493.4,Cortex,5,Excitatory neuron,3_104,9_3,83
3,22,1599.6,640.47,Cortex,5,Excitatory neuron,3_22,9_3,83
6,48,1682.4,754.92,Choroid Plexus,1,Endothelial,6_48,9_4,84
2,14,1699.3,815.55,Cortex,2,Endothelial,2_14,9_4,84
1,37,1660.6,795.69,Cortex,2,Endothelial,1_37,9_4,84
3,30,1698.0,741.69,Cortex,4,Excitatory neuron,3_30,9_4,84
6,93,1652.9,709.22,Choroid Plexus,1,Endothelial,6_93,9_4,84
0,8,1725.4,764.51,Cortex,7,Interneuron,0_8,9_4,84
5,81,1771.9,695.12,SVZ,1,Endothelial,5_81,9_4,84
3,36,1768.8,803.16,Cortex,4,Excitatory neuron,3_36,9_4,84
5,85,1754.7,795.66,SVZ,1,Endothelial,5_85,9_4,84
5,202,1725.6,1004.9,SVZ,8,Astrocytes,5_202,9_5,85
4,28,1694.6,927.21,Cortex,5,Excitatory neuron,4_28,9_5,85
5,199,1701.5,988.16,SVZ,8,Astrocytes,5_199,9_5,85
0,14,1596.5,918.18,Cortex,3,Excitatory neuron,0_14,9_5,85
6,58,1704.1,983.16,Choroid Plexus,1,Endothelial,6_58,9_5,85
5,195,1599.0,974.21,SVZ,26,Unannotated,5_195,9_5,85
5,198,1670.6,980.93,SVZ,8,Astrocytes,5_198,9_5,85
3,43,1725.6,893.95,Cortex,7,Interneuron,3_43,9_5,85
0,16,1696.0,944.12,Cortex,7,Interneuron,0_16,9_5,85
5,197,1753.9,982.0,SVZ,11,Excitatory neuron,5_197,9_5,85
2,17,1744.9,914.82,Cortex,5,Excitatory neuron,2_17,9_5,85
5,192,1632.8,962.99,SVZ,22,Endothelial,5_192,9_5,85
6,68,1709.9,1117.7,Choroid Plexus,1,Endothelial,6_68,9_6,86
0,29,1751.6,1133.9,Cortex,3,Excitatory neuron,0_29,9_6,86
4,42,1751.0,1181.5,Cortex,5,Excitatory neuron,4_42,9_6,86
5,25,1725.3,1105.9,SVZ,24,Interneuron,5_25,9_6,86
5,209,1764.1,1035.3,SVZ,24,Interneuron,5_209,9_6,86
5,214,1731.5,1055.3,SVZ,21,Excitatory neuron,5_214,9_6,86
6,62,1696.2,1046.5,Choroid Plexus,2,Endothelial,6_62,9_6,86
4,34,1704.5,1072.9,Cortex,2,Endothelial,4_34,9_6,86
5,221,1755.3,1091.1,SVZ,12,Excitatory neuron,5_221,9_6,86
3,64,1612.4,1171.4,Cortex,2,Endothelial,3_64,9_6,86
5,233,1693.7,1142.2,SVZ,12,Excitatory neuron,5_233,9_6,86
5,30,1626.3,1173.6,SVZ,15,Interneuron,5_30,9_6,86
5,99,1627.9,1080.3,SVZ,21,Excitatory neuron,5_99,9_6,86
6,70,1631.6,1126.5,Choroid Plexus,1,Endothelial,6_70,9_6,86
2,22,1623.1,1034.6,Cortex,5,Excitatory neuron,2_22,9_6,86
0,21,1636.6,1029.2,Cortex,3,Excitatory neuron,0_21,9_6,86
0,25,1594.2,1108.4,Cortex,6,Excitatory neuron,0_25,9_6,86
5,229,1604.9,1111.6,SVZ,24,Interneuron,5_229,9_6,86
1,59,1675.7,1086.2,Cortex,7,Interneuron,1_59,9_6,86
5,206,1685.6,1020.6,SVZ,8,Astrocytes,5_206,9_6,86
5,32,1694.5,1179.3,SVZ,12,Excitatory neuron,5_32,9_6,86
5,230,1661.9,1117.9,SVZ,12,Excitatory neuron,5_230,9_6,86
5,205,1625.5,1016.6,SVZ,14,Astrocytes,5_205,9_6,86
3,66,1758.6,1203.5,Cortex,23,Interneuron,3_66,9_7,87
5,253,1651.6,1234.9,SVZ,15,Interneuron,5_253,9_7,87
5,250,1731.2,1216.9,SVZ,21,Excitatory neuron,5_250,9_7,87
5,254,1701.9,1239.7,SVZ,24,Interneuron,5_254,9_7,87
1,78,1737.6,1294.6,Cortex,19,Astrocytes,1_78,9_7,87
6,16,1689.1,1299.6,Choroid Plexus,1,Endothelial,6_16,9_7,87
4,82,1749.5,1407.3,Cortex,5,Excitatory neuron,4_82,9_8,88
4,81,1591.6,1402.9,Cortex,4,Excitatory neuron,4_81,9_8,88
3,77,1609.4,1457.8,Cortex,9,Excitatory neuron,3_77,9_8,88
6,20,1616.0,1384.0,Choroid Plexus,1,Endothelial,6_20,9_8,88
2,36,1620.9,1484.7,Cortex,17,Excitatory neuron,2_36,9_8,88
1,94,1748.9,1504.6,Cortex,19,Astrocytes,1_94,9_8,88
2,54,1734.5,1490.7,Cortex,13,Excitatory neuron,2_54,9_8,88
1,84,1687.2,1392.0,Cortex,10,Astrocytes,1_84,9_8,88
4,87,1727.9,1546.3,Cortex,7,Interneuron,4_87,9_8,88
5,277,1636.4,1504.4,SVZ,14,Astrocytes,5_277,9_8,88
4,83,1638.8,1512.5,Cortex,10,Astrocytes,4_83,9_8,88
4,53,1659.9,1433.7,Cortex,4,Excitatory neuron,4_53,9_8,88
1,102,1625.7,1618.1,Cortex,7,Interneuron,1_102,9_9,89
3,85,1702.9,1550.5,Cortex,18,Excitatory neuron,3_85,9_9,89
2,39,1769.8,1623.7,Cortex,23,Interneuron,2_39,9_9,89
6,84,1755.5,1637.6,Choroid Plexus,2,Endothelial,6_84,9_9,89
1,100,1751.5,1615.1,Cortex,6,Excitatory neuron,1_100,9_9,89
2,55,1652.8,1624.6,Cortex,5,Excitatory neuron,2_55,9_9,89
1,3,1634.0,1890.9,Cortex,6,Excitatory neuron,1_3,9_10,90
0,68,1875.4,249.56,Cortex,6,Excitatory neuron,0_68,10_1,91
1,18,1800.3,206.95,Cortex,13,Excitatory neuron,1_18,10_1,91
2,60,1818.8,303.04,Cortex,18,Excitatory neuron,2_60,10_2,92
0,74,1829.6,471.16,Cortex,3,Excitatory neuron,0_74,10_2,92
2,63,1820.3,432.8,Cortex,5,Excitatory neuron,2_63,10_2,92
0,82,1875.9,589.25,Cortex,6,Excitatory neuron,0_82,10_3,93
5,68,1845.2,511.95,SVZ,1,Endothelial,5_68,10_3,93
5,75,1822.7,601.59,SVZ,1,Endothelial,5_75,10_3,93
1,29,1814.4,557.17,Cortex,23,Interneuron,1_29,10_3,93
0,90,1923.8,695.5,Cortex,3,Excitatory neuron,0_90,10_4,94
3,28,1873.1,727.22,Cortex,5,Excitatory neuron,3_28,10_4,94
0,94,1960.0,814.15,Cortex,7,Interneuron,0_94,10_4,94
5,91,1808.7,889.53,SVZ,1,Endothelial,5_91,10_5,95
3,39,1909.7,851.54,Cortex,5,Excitatory neuron,3_39,10_5,95
0,11,1886.0,844.88,Cortex,3,Excitatory neuron,0_11,10_5,95
0,10,1800.1,854.41,Cortex,3,Excitatory neuron,0_10,10_5,95
5,9,1846.1,960.08,SVZ,1,Endothelial,5_9,10_5,95
0,19,1865.2,1009.6,Cortex,20,Microglia,0_19,10_5,95
1,57,1954.9,1080.9,Cortex,3,Excitatory neuron,1_57,10_6,96
2,75,1904.6,1174.7,Cortex,5,Excitatory neuron,2_75,10_6,96
6,65,1784.9,1081.5,Choroid Plexus,1,Endothelial,6_65,10_6,96
6,69,1789.0,1118.0,Choroid Plexus,1,Endothelial,6_69,10_6,96
6,101,1808.3,1037.9,Choroid Plexus,1,Endothelial,6_101,10_6,96
5,227,1790.6,1111.9,SVZ,17,Excitatory neuron,5_227,10_6,96
5,17,1864.6,1016.9,SVZ,1,Endothelial,5_17,10_6,96
5,207,1792.3,1026.0,SVZ,22,Endothelial,5_207,10_6,96
1,54,1816.8,1062.3,Cortex,9,Excitatory neuron,1_54,10_6,96
4,93,1957.4,1157.5,Cortex,5,Excitatory neuron,4_93,10_6,96
2,79,1936.0,1321.0,Cortex,13,Excitatory neuron,2_79,10_7,97
2,77,1803.1,1234.4,Cortex,23,Interneuron,2_77,10_7,97
1,82,1802.9,1378.6,Cortex,6,Excitatory neuron,1_82,10_8,98
0,117,1794.6,1625.1,Cortex,2,Endothelial,0_117,10_9,99
2,41,1879.2,1640.0,Cortex,23,Interneuron,2_41,10_9,99
3,95,1895.4,1682.8,Cortex,13,Excitatory neuron,3_95,10_9,99
3,89,1781.4,1601.5,Cortex,4,Excitatory neuron,3_89,10_9,99
3,87,1867.0,1560.0,Cortex,4,Excitatory neuron,3_87,10_9,99
3,102,1802.9,1776.8,Cortex,11,Excitatory neuron,3_102,10_10,100
